,system1,system2,system3,system4,system5,system6,system7,system8,system9,system10
0,10.0,5.0,100.0,5.0,5.0,10.0,15.0,20.0,30.0,30.0
1,200.0,5.0,100.0,5.0,5.0,10.0,15.0,20.0,30.0,30.0
2,10.0,20.0,100.0,5.0,5.0,10.0,15.0,20.0,30.0,30.0
3,200.0,20.0,100.0,5.0,5.0,10.0,15.0,20.0,30.0,30.0
4,10.0,5.0,200.0,5.0,5.0,10.0,15.0,20.0,30.0,30.0
5,200.0,5.0,200.0,5.0,5.0,10.0,15.0,20.0,30.0,30.0
6,10.0,20.0,200.0,5.0,5.0,10.0,15.0,20.0,30.0,30.0
7,200.0,20.0,200.0,5.0,5.0,10.0,15.0,20.0,30.0,30.0
8,10.0,5.0,100.0,10.0,5.0,10.0,15.0,20.0,30.0,30.0
9,200.0,5.0,100.0,10.0,5.0,10.0,15.0,20.0,30.0,30.0
10,10.0,20.0,100.0,10.0,5.0,10.0,15.0,20.0,30.0,30.0
11,200.0,20.0,100.0,10.0,5.0,10.0,15.0,20.0,30.0,30.0
12,10.0,5.0,200.0,10.0,5.0,10.0,15.0,20.0,30.0,30.0
13,200.0,5.0,200.0,10.0,5.0,10.0,15.0,20.0,30.0,30.0
14,10.0,20.0,200.0,10.0,5.0,10.0,15.0,20.0,30.0,30.0
15,200.0,20.0,200.0,10.0,5.0,10.0,15.0,20.0,30.0,30.0
16,10.0,5.0,100.0,5.0,50.0,10.0,15.0,20.0,30.0,30.0
17,200.0,5.0,100.0,5.0,50.0,10.0,15.0,20.0,30.0,30.0
18,10.0,20.0,100.0,5.0,50.0,10.0,15.0,20.0,30.0,30.0
19,200.0,20.0,100.0,5.0,50.0,10.0,15.0,20.0,30.0,30.0
20,10.0,5.0,200.0,5.0,50.0,10.0,15.0,20.0,30.0,30.0
21,200.0,5.0,200.0,5.0,50.0,10.0,15.0,20.0,30.0,30.0
22,10.0,20.0,200.0,5.0,50.0,10.0,15.0,20.0,30.0,30.0
23,200.0,20.0,200.0,5.0,50.0,10.0,15.0,20.0,30.0,30.0
24,10.0,5.0,100.0,10.0,50.0,10.0,15.0,20.0,30.0,30.0
25,200.0,5.0,100.0,10.0,50.0,10.0,15.0,20.0,30.0,30.0
26,10.0,20.0,100.0,10.0,50.0,10.0,15.0,20.0,30.0,30.0
27,200.0,20.0,100.0,10.0,50.0,10.0,15.0,20.0,30.0,30.0
28,10.0,5.0,200.0,10.0,50.0,10.0,15.0,20.0,30.0,30.0
29,200.0,5.0,200.0,10.0,50.0,10.0,15.0,20.0,30.0,30.0
30,10.0,20.0,200.0,10.0,50.0,10.0,15.0,20.0,30.0,30.0
31,200.0,20.0,200.0,10.0,50.0,10.0,15.0,20.0,30.0,30.0
32,10.0,5.0,100.0,5.0,5.0,40.0,15.0,20.0,30.0,30.0
33,200.0,5.0,100.0,5.0,5.0,40.0,15.0,20.0,30.0,30.0
34,10.0,20.0,100.0,5.0,5.0,40.0,15.0,20.0,30.0,30.0
35,200.0,20.0,100.0,5.0,5.0,40.0,15.0,20.0,30.0,30.0
36,10.0,5.0,200.0,5.0,5.0,40.0,15.0,20.0,30.0,30.0
37,200.0,5.0,200.0,5.0,5.0,40.0,15.0,20.0,30.0,30.0
38,10.0,20.0,200.0,5.0,5.0,40.0,15.0,20.0,30.0,30.0
39,200.0,20.0,200.0,5.0,5.0,40.0,15.0,20.0,30.0,30.0
40,10.0,5.0,100.0,10.0,5.0,40.0,15.0,20.0,30.0,30.0
41,200.0,5.0,100.0,10.0,5.0,40.0,15.0,20.0,30.0,30.0
42,10.0,20.0,100.0,10.0,5.0,40.0,15.0,20.0,30.0,30.0
43,200.0,20.0,100.0,10.0,5.0,40.0,15.0,20.0,30.0,30.0
44,10.0,5.0,200.0,10.0,5.0,40.0,15.0,20.0,30.0,30.0
45,200.0,5.0,200.0,10.0,5.0,40.0,15.0,20.0,30.0,30.0
46,10.0,20.0,200.0,10.0,5.0,40.0,15.0,20.0,30.0,30.0
47,200.0,20.0,200.0,10.0,5.0,40.0,15.0,20.0,30.0,30.0
48,10.0,5.0,100.0,5.0,50.0,40.0,15.0,20.0,30.0,30.0
49,200.0,5.0,100.0,5.0,50.0,40.0,15.0,20.0,30.0,30.0
50,10.0,20.0,100.0,5.0,50.0,40.0,15.0,20.0,30.0,30.0
51,200.0,20.0,100.0,5.0,50.0,40.0,15.0,20.0,30.0,30.0
52,10.0,5.0,200.0,5.0,50.0,40.0,15.0,20.0,30.0,30.0
53,200.0,5.0,200.0,5.0,50.0,40.0,15.0,20.0,30.0,30.0
54,10.0,20.0,200.0,5.0,50.0,40.0,15.0,20.0,30.0,30.0
55,200.0,20.0,200.0,5.0,50.0,40.0,15.0,20.0,30.0,30.0
56,10.0,5.0,100.0,10.0,50.0,40.0,15.0,20.0,30.0,30.0
57,200.0,5.0,100.0,10.0,50.0,40.0,15.0,20.0,30.0,30.0
58,10.0,20.0,100.0,10.0,50.0,40.0,15.0,20.0,30.0,30.0
59,200.0,20.0,100.0,10.0,50.0,40.0,15.0,20.0,30.0,30.0
60,10.0,5.0,200.0,10.0,50.0,40.0,15.0,20.0,30.0,30.0
61,200.0,5.0,200.0,10.0,50.0,40.0,15.0,20.0,30.0,30.0
62,10.0,20.0,200.0,10.0,50.0,40.0,15.0,20.0,30.0,30.0
63,200.0,20.0,200.0,10.0,50.0,40.0,15.0,20.0,30.0,30.0
64,10.0,5.0,100.0,5.0,5.0,10.0,60.0,20.0,30.0,30.0
65,200.0,5.0,100.0,5.0,5.0,10.0,60.0,20.0,30.0,30.0
66,10.0,20.0,100.0,5.0,5.0,10.0,60.0,20.0,30.0,30.0
67,200.0,20.0,100.0,5.0,5.0,10.0,60.0,20.0,30.0,30.0
68,10.0,5.0,200.0,5.0,5.0,10.0,60.0,20.0,30.0,30.0
69,200.0,5.0,200.0,5.0,5.0,10.0,60.0,20.0,30.0,30.0
70,10.0,20.0,200.0,5.0,5.0,10.0,60.0,20.0,30.0,30.0
71,200.0,20.0,200.0,5.0,5.0,10.0,60.0,20.0,30.0,30.0
72,10.0,5.0,100.0,10.0,5.0,10.0,60.0,20.0,30.0,30.0
73,200.0,5.0,100.0,10.0,5.0,10.0,60.0,20.0,30.0,30.0
74,10.0,20.0,100.0,10.0,5.0,10.0,60.0,20.0,30.0,30.0
75,200.0,20.0,100.0,10.0,5.0,10.0,60.0,20.0,30.0,30.0
76,10.0,5.0,200.0,10.0,5.0,10.0,60.0,20.0,30.0,30.0
77,200.0,5.0,200.0,10.0,5.0,10.0,60.0,20.0,30.0,30.0
78,10.0,20.0,200.0,10.0,5.0,10.0,60.0,20.0,30.0,30.0
79,200.0,20.0,200.0,10.0,5.0,10.0,60.0,20.0,30.0,30.0
80,10.0,5.0,100.0,5.0,50.0,10.0,60.0,20.0,30.0,30.0
81,200.0,5.0,100.0,5.0,50.0,10.0,60.0,20.0,30.0,30.0
82,10.0,20.0,100.0,5.0,50.0,10.0,60.0,20.0,30.0,30.0
83,200.0,20.0,100.0,5.0,50.0,10.0,60.0,20.0,30.0,30.0
84,10.0,5.0,200.0,5.0,50.0,10.0,60.0,20.0,30.0,30.0
85,200.0,5.0,200.0,5.0,50.0,10.0,60.0,20.0,30.0,30.0
86,10.0,20.0,200.0,5.0,50.0,10.0,60.0,20.0,30.0,30.0
87,200.0,20.0,200.0,5.0,50.0,10.0,60.0,20.0,30.0,30.0
88,10.0,5.0,100.0,10.0,50.0,10.0,60.0,20.0,30.0,30.0
89,200.0,5.0,100.0,10.0,50.0,10.0,60.0,20.0,30.0,30.0
90,10.0,20.0,100.0,10.0,50.0,10.0,60.0,20.0,30.0,30.0
91,200.0,20.0,100.0,10.0,50.0,10.0,60.0,20.0,30.0,30.0
92,10.0,5.0,200.0,10.0,50.0,10.0,60.0,20.0,30.0,30.0
93,200.0,5.0,200.0,10.0,50.0,10.0,60.0,20.0,30.0,30.0
94,10.0,20.0,200.0,10.0,50.0,10.0,60.0,20.0,30.0,30.0
95,200.0,20.0,200.0,10.0,50.0,10.0,60.0,20.0,30.0,30.0
96,10.0,5.0,100.0,5.0,5.0,40.0,60.0,20.0,30.0,30.0
97,200.0,5.0,100.0,5.0,5.0,40.0,60.0,20.0,30.0,30.0
98,10.0,20.0,100.0,5.0,5.0,40.0,60.0,20.0,30.0,30.0
99,200.0,20.0,100.0,5.0,5.0,40.0,60.0,20.0,30.0,30.0
100,10.0,5.0,200.0,5.0,5.0,40.0,60.0,20.0,30.0,30.0
101,200.0,5.0,200.0,5.0,5.0,40.0,60.0,20.0,30.0,30.0
102,10.0,20.0,200.0,5.0,5.0,40.0,60.0,20.0,30.0,30.0
103,200.0,20.0,200.0,5.0,5.0,40.0,60.0,20.0,30.0,30.0
104,10.0,5.0,100.0,10.0,5.0,40.0,60.0,20.0,30.0,30.0
105,200.0,5.0,100.0,10.0,5.0,40.0,60.0,20.0,30.0,30.0
106,10.0,20.0,100.0,10.0,5.0,40.0,60.0,20.0,30.0,30.0
107,200.0,20.0,100.0,10.0,5.0,40.0,60.0,20.0,30.0,30.0
108,10.0,5.0,200.0,10.0,5.0,40.0,60.0,20.0,30.0,30.0
109,200.0,5.0,200.0,10.0,5.0,40.0,60.0,20.0,30.0,30.0
110,10.0,20.0,200.0,10.0,5.0,40.0,60.0,20.0,30.0,30.0
111,200.0,20.0,200.0,10.0,5.0,40.0,60.0,20.0,30.0,30.0
112,10.0,5.0,100.0,5.0,50.0,40.0,60.0,20.0,30.0,30.0
113,200.0,5.0,100.0,5.0,50.0,40.0,60.0,20.0,30.0,30.0
114,10.0,20.0,100.0,5.0,50.0,40.0,60.0,20.0,30.0,30.0
115,200.0,20.0,100.0,5.0,50.0,40.0,60.0,20.0,30.0,30.0
116,10.0,5.0,200.0,5.0,50.0,40.0,60.0,20.0,30.0,30.0
117,200.0,5.0,200.0,5.0,50.0,40.0,60.0,20.0,30.0,30.0
118,10.0,20.0,200.0,5.0,50.0,40.0,60.0,20.0,30.0,30.0
119,200.0,20.0,200.0,5.0,50.0,40.0,60.0,20.0,30.0,30.0
120,10.0,5.0,100.0,10.0,50.0,40.0,60.0,20.0,30.0,30.0
121,200.0,5.0,100.0,10.0,50.0,40.0,60.0,20.0,30.0,30.0
122,10.0,20.0,100.0,10.0,50.0,40.0,60.0,20.0,30.0,30.0
123,200.0,20.0,100.0,10.0,50.0,40.0,60.0,20.0,30.0,30.0
124,10.0,5.0,200.0,10.0,50.0,40.0,60.0,20.0,30.0,30.0
125,200.0,5.0,200.0,10.0,50.0,40.0,60.0,20.0,30.0,30.0
126,10.0,20.0,200.0,10.0,50.0,40.0,60.0,20.0,30.0,30.0
127,200.0,20.0,200.0,10.0,50.0,40.0,60.0,20.0,30.0,30.0
128,10.0,5.0,100.0,5.0,5.0,10.0,15.0,80.0,30.0,30.0
129,200.0,5.0,100.0,5.0,5.0,10.0,15.0,80.0,30.0,30.0
130,10.0,20.0,100.0,5.0,5.0,10.0,15.0,80.0,30.0,30.0
131,200.0,20.0,100.0,5.0,5.0,10.0,15.0,80.0,30.0,30.0
132,10.0,5.0,200.0,5.0,5.0,10.0,15.0,80.0,30.0,30.0
133,200.0,5.0,200.0,5.0,5.0,10.0,15.0,80.0,30.0,30.0
134,10.0,20.0,200.0,5.0,5.0,10.0,15.0,80.0,30.0,30.0
135,200.0,20.0,200.0,5.0,5.0,10.0,15.0,80.0,30.0,30.0
136,10.0,5.0,100.0,10.0,5.0,10.0,15.0,80.0,30.0,30.0
137,200.0,5.0,100.0,10.0,5.0,10.0,15.0,80.0,30.0,30.0
138,10.0,20.0,100.0,10.0,5.0,10.0,15.0,80.0,30.0,30.0
139,200.0,20.0,100.0,10.0,5.0,10.0,15.0,80.0,30.0,30.0
140,10.0,5.0,200.0,10.0,5.0,10.0,15.0,80.0,30.0,30.0
141,200.0,5.0,200.0,10.0,5.0,10.0,15.0,80.0,30.0,30.0
142,10.0,20.0,200.0,10.0,5.0,10.0,15.0,80.0,30.0,30.0
143,200.0,20.0,200.0,10.0,5.0,10.0,15.0,80.0,30.0,30.0
144,10.0,5.0,100.0,5.0,50.0,10.0,15.0,80.0,30.0,30.0
145,200.0,5.0,100.0,5.0,50.0,10.0,15.0,80.0,30.0,30.0
146,10.0,20.0,100.0,5.0,50.0,10.0,15.0,80.0,30.0,30.0
147,200.0,20.0,100.0,5.0,50.0,10.0,15.0,80.0,30.0,30.0
148,10.0,5.0,200.0,5.0,50.0,10.0,15.0,80.0,30.0,30.0
149,200.0,5.0,200.0,5.0,50.0,10.0,15.0,80.0,30.0,30.0
150,10.0,20.0,200.0,5.0,50.0,10.0,15.0,80.0,30.0,30.0
151,200.0,20.0,200.0,5.0,50.0,10.0,15.0,80.0,30.0,30.0
152,10.0,5.0,100.0,10.0,50.0,10.0,15.0,80.0,30.0,30.0
153,200.0,5.0,100.0,10.0,50.0,10.0,15.0,80.0,30.0,30.0
154,10.0,20.0,100.0,10.0,50.0,10.0,15.0,80.0,30.0,30.0
155,200.0,20.0,100.0,10.0,50.0,10.0,15.0,80.0,30.0,30.0
156,10.0,5.0,200.0,10.0,50.0,10.0,15.0,80.0,30.0,30.0
157,200.0,5.0,200.0,10.0,50.0,10.0,15.0,80.0,30.0,30.0
158,10.0,20.0,200.0,10.0,50.0,10.0,15.0,80.0,30.0,30.0
159,200.0,20.0,200.0,10.0,50.0,10.0,15.0,80.0,30.0,30.0
160,10.0,5.0,100.0,5.0,5.0,40.0,15.0,80.0,30.0,30.0
161,200.0,5.0,100.0,5.0,5.0,40.0,15.0,80.0,30.0,30.0
162,10.0,20.0,100.0,5.0,5.0,40.0,15.0,80.0,30.0,30.0
163,200.0,20.0,100.0,5.0,5.0,40.0,15.0,80.0,30.0,30.0
164,10.0,5.0,200.0,5.0,5.0,40.0,15.0,80.0,30.0,30.0
165,200.0,5.0,200.0,5.0,5.0,40.0,15.0,80.0,30.0,30.0
166,10.0,20.0,200.0,5.0,5.0,40.0,15.0,80.0,30.0,30.0
167,200.0,20.0,200.0,5.0,5.0,40.0,15.0,80.0,30.0,30.0
168,10.0,5.0,100.0,10.0,5.0,40.0,15.0,80.0,30.0,30.0
169,200.0,5.0,100.0,10.0,5.0,40.0,15.0,80.0,30.0,30.0
170,10.0,20.0,100.0,10.0,5.0,40.0,15.0,80.0,30.0,30.0
171,200.0,20.0,100.0,10.0,5.0,40.0,15.0,80.0,30.0,30.0
172,10.0,5.0,200.0,10.0,5.0,40.0,15.0,80.0,30.0,30.0
173,200.0,5.0,200.0,10.0,5.0,40.0,15.0,80.0,30.0,30.0
174,10.0,20.0,200.0,10.0,5.0,40.0,15.0,80.0,30.0,30.0
175,200.0,20.0,200.0,10.0,5.0,40.0,15.0,80.0,30.0,30.0
176,10.0,5.0,100.0,5.0,50.0,40.0,15.0,80.0,30.0,30.0
177,200.0,5.0,100.0,5.0,50.0,40.0,15.0,80.0,30.0,30.0
178,10.0,20.0,100.0,5.0,50.0,40.0,15.0,80.0,30.0,30.0
179,200.0,20.0,100.0,5.0,50.0,40.0,15.0,80.0,30.0,30.0
180,10.0,5.0,200.0,5.0,50.0,40.0,15.0,80.0,30.0,30.0
181,200.0,5.0,200.0,5.0,50.0,40.0,15.0,80.0,30.0,30.0
182,10.0,20.0,200.0,5.0,50.0,40.0,15.0,80.0,30.0,30.0
183,200.0,20.0,200.0,5.0,50.0,40.0,15.0,80.0,30.0,30.0
184,10.0,5.0,100.0,10.0,50.0,40.0,15.0,80.0,30.0,30.0
185,200.0,5.0,100.0,10.0,50.0,40.0,15.0,80.0,30.0,30.0
186,10.0,20.0,100.0,10.0,50.0,40.0,15.0,80.0,30.0,30.0
187,200.0,20.0,100.0,10.0,50.0,40.0,15.0,80.0,30.0,30.0
188,10.0,5.0,200.0,10.0,50.0,40.0,15.0,80.0,30.0,30.0
189,200.0,5.0,200.0,10.0,50.0,40.0,15.0,80.0,30.0,30.0
190,10.0,20.0,200.0,10.0,50.0,40.0,15.0,80.0,30.0,30.0
191,200.0,20.0,200.0,10.0,50.0,40.0,15.0,80.0,30.0,30.0
192,10.0,5.0,100.0,5.0,5.0,10.0,60.0,80.0,30.0,30.0
193,200.0,5.0,100.0,5.0,5.0,10.0,60.0,80.0,30.0,30.0
194,10.0,20.0,100.0,5.0,5.0,10.0,60.0,80.0,30.0,30.0
195,200.0,20.0,100.0,5.0,5.0,10.0,60.0,80.0,30.0,30.0
196,10.0,5.0,200.0,5.0,5.0,10.0,60.0,80.0,30.0,30.0
197,200.0,5.0,200.0,5.0,5.0,10.0,60.0,80.0,30.0,30.0
198,10.0,20.0,200.0,5.0,5.0,10.0,60.0,80.0,30.0,30.0
199,200.0,20.0,200.0,5.0,5.0,10.0,60.0,80.0,30.0,30.0
200,10.0,5.0,100.0,10.0,5.0,10.0,60.0,80.0,30.0,30.0
201,200.0,5.0,100.0,10.0,5.0,10.0,60.0,80.0,30.0,30.0
202,10.0,20.0,100.0,10.0,5.0,10.0,60.0,80.0,30.0,30.0
203,200.0,20.0,100.0,10.0,5.0,10.0,60.0,80.0,30.0,30.0
204,10.0,5.0,200.0,10.0,5.0,10.0,60.0,80.0,30.0,30.0
205,200.0,5.0,200.0,10.0,5.0,10.0,60.0,80.0,30.0,30.0
206,10.0,20.0,200.0,10.0,5.0,10.0,60.0,80.0,30.0,30.0
207,200.0,20.0,200.0,10.0,5.0,10.0,60.0,80.0,30.0,30.0
208,10.0,5.0,100.0,5.0,50.0,10.0,60.0,80.0,30.0,30.0
209,200.0,5.0,100.0,5.0,50.0,10.0,60.0,80.0,30.0,30.0
210,10.0,20.0,100.0,5.0,50.0,10.0,60.0,80.0,30.0,30.0
211,200.0,20.0,100.0,5.0,50.0,10.0,60.0,80.0,30.0,30.0
212,10.0,5.0,200.0,5.0,50.0,10.0,60.0,80.0,30.0,30.0
213,200.0,5.0,200.0,5.0,50.0,10.0,60.0,80.0,30.0,30.0
214,10.0,20.0,200.0,5.0,50.0,10.0,60.0,80.0,30.0,30.0
215,200.0,20.0,200.0,5.0,50.0,10.0,60.0,80.0,30.0,30.0
216,10.0,5.0,100.0,10.0,50.0,10.0,60.0,80.0,30.0,30.0
217,200.0,5.0,100.0,10.0,50.0,10.0,60.0,80.0,30.0,30.0
218,10.0,20.0,100.0,10.0,50.0,10.0,60.0,80.0,30.0,30.0
219,200.0,20.0,100.0,10.0,50.0,10.0,60.0,80.0,30.0,30.0
220,10.0,5.0,200.0,10.0,50.0,10.0,60.0,80.0,30.0,30.0
221,200.0,5.0,200.0,10.0,50.0,10.0,60.0,80.0,30.0,30.0
222,10.0,20.0,200.0,10.0,50.0,10.0,60.0,80.0,30.0,30.0
223,200.0,20.0,200.0,10.0,50.0,10.0,60.0,80.0,30.0,30.0
224,10.0,5.0,100.0,5.0,5.0,40.0,60.0,80.0,30.0,30.0
225,200.0,5.0,100.0,5.0,5.0,40.0,60.0,80.0,30.0,30.0
226,10.0,20.0,100.0,5.0,5.0,40.0,60.0,80.0,30.0,30.0
227,200.0,20.0,100.0,5.0,5.0,40.0,60.0,80.0,30.0,30.0
228,10.0,5.0,200.0,5.0,5.0,40.0,60.0,80.0,30.0,30.0
229,200.0,5.0,200.0,5.0,5.0,40.0,60.0,80.0,30.0,30.0
230,10.0,20.0,200.0,5.0,5.0,40.0,60.0,80.0,30.0,30.0
231,200.0,20.0,200.0,5.0,5.0,40.0,60.0,80.0,30.0,30.0
232,10.0,5.0,100.0,10.0,5.0,40.0,60.0,80.0,30.0,30.0
233,200.0,5.0,100.0,10.0,5.0,40.0,60.0,80.0,30.0,30.0
234,10.0,20.0,100.0,10.0,5.0,40.0,60.0,80.0,30.0,30.0
235,200.0,20.0,100.0,10.0,5.0,40.0,60.0,80.0,30.0,30.0
236,10.0,5.0,200.0,10.0,5.0,40.0,60.0,80.0,30.0,30.0
237,200.0,5.0,200.0,10.0,5.0,40.0,60.0,80.0,30.0,30.0
238,10.0,20.0,200.0,10.0,5.0,40.0,60.0,80.0,30.0,30.0
239,200.0,20.0,200.0,10.0,5.0,40.0,60.0,80.0,30.0,30.0
240,10.0,5.0,100.0,5.0,50.0,40.0,60.0,80.0,30.0,30.0
241,200.0,5.0,100.0,5.0,50.0,40.0,60.0,80.0,30.0,30.0
242,10.0,20.0,100.0,5.0,50.0,40.0,60.0,80.0,30.0,30.0
243,200.0,20.0,100.0,5.0,50.0,40.0,60.0,80.0,30.0,30.0
244,10.0,5.0,200.0,5.0,50.0,40.0,60.0,80.0,30.0,30.0
245,200.0,5.0,200.0,5.0,50.0,40.0,60.0,80.0,30.0,30.0
246,10.0,20.0,200.0,5.0,50.0,40.0,60.0,80.0,30.0,30.0
247,200.0,20.0,200.0,5.0,50.0,40.0,60.0,80.0,30.0,30.0
248,10.0,5.0,100.0,10.0,50.0,40.0,60.0,80.0,30.0,30.0
249,200.0,5.0,100.0,10.0,50.0,40.0,60.0,80.0,30.0,30.0
250,10.0,20.0,100.0,10.0,50.0,40.0,60.0,80.0,30.0,30.0
251,200.0,20.0,100.0,10.0,50.0,40.0,60.0,80.0,30.0,30.0
252,10.0,5.0,200.0,10.0,50.0,40.0,60.0,80.0,30.0,30.0
253,200.0,5.0,200.0,10.0,50.0,40.0,60.0,80.0,30.0,30.0
254,10.0,20.0,200.0,10.0,50.0,40.0,60.0,80.0,30.0,30.0
255,200.0,20.0,200.0,10.0,50.0,40.0,60.0,80.0,30.0,30.0
256,10.0,5.0,100.0,5.0,5.0,10.0,15.0,20.0,100.0,30.0
257,200.0,5.0,100.0,5.0,5.0,10.0,15.0,20.0,100.0,30.0
258,10.0,20.0,100.0,5.0,5.0,10.0,15.0,20.0,100.0,30.0
259,200.0,20.0,100.0,5.0,5.0,10.0,15.0,20.0,100.0,30.0
260,10.0,5.0,200.0,5.0,5.0,10.0,15.0,20.0,100.0,30.0
261,200.0,5.0,200.0,5.0,5.0,10.0,15.0,20.0,100.0,30.0
262,10.0,20.0,200.0,5.0,5.0,10.0,15.0,20.0,100.0,30.0
263,200.0,20.0,200.0,5.0,5.0,10.0,15.0,20.0,100.0,30.0
264,10.0,5.0,100.0,10.0,5.0,10.0,15.0,20.0,100.0,30.0
265,200.0,5.0,100.0,10.0,5.0,10.0,15.0,20.0,100.0,30.0
